review,date,rating,name, address
,Aug 8| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Excellent stay .,Aug 7| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
We kept running out of hot water. We would literally be in the shower and the cold water would come out and it did this twice to us.,Aug 7| 2021,3,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Aug 12| 2021,3,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Great spacious room that we had on the 6th floor. Clean and the breakfast is what you expect. Parking cost about $30 per night.,Aug 12| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Nice property overall. Very welcoming atrium style hotel inside. Check in was fast and easy. Two things that I would like to see is a shuttle to Disneyland and hotel rooms that close my quietly and gentle. Other guest next to our room would just let the door slam even in the middle of the night which was very annoying.,Aug 11| 2021,3,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
I would stay again,Aug 10| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
The hotel was clean and neat. When you walk in you can tell it’s a nice place to stay. The rooms was fresh and clean and made the stay relaxing.,Aug 10| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Embassy Suites always deliver| great breakfast and nice to see the happy hour back. Only bad thing was $26 a day to park was not listed in original booking.,Aug 9| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Check-in was a breeze.  Lobby and entrance was pretty grand.  Elevators seemed old. Popcorn ceilings| a little dated but overall was a comfy stay.  I can see why people would write bad reviews about this place but it’s not THAT bad. Certainly better than most hotels and motels. The room they gave us slightly smelled like cigarettes| plugs in the bathroom didn’t work| phone in the living room didn’t work| felt a little muggy. I just called front desk to be moved to another room and they did no problem.  Our other room we had no complaints.  The staff was pretty helpful.Tried to access my email at their business center to print something but they still used internet explorer and it had some sort of restricted access. What’s the point of a business center if the computers won’t even let you access your email?  I just sent my documents I needed to print to the company email and they printed it for me.  At least they can do that.,Aug 9| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Aug 8| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Excellent stay .,Aug 7| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
We kept running out of hot water. We would literally be in the shower and the cold water would come out and it did this twice to us.,Aug 7| 2021,3,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Everything was fine,Jul 29| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Payed for a double and got a single love having guest sleep on the floor,Jul 29| 2021,1,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Its 2021 and the best TV service/remote you could provide was THE SLOWEST moving channel changing access since 1975?  Come on| upgrade your service there... And the Angels game wasn't part of the TV package?  Angels play literally right across the street... really?  Bush league at best there...,Jul 28| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Came for an Angels game. It was close enough to walk!  Wish the bar had stayed open later. We were looking forward to a celebration drink after the “win” and it was already closed. We were disappointed.,Jul 27| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Great place to stay with family. Close to Disneyland| good restaurants| 1hour from Universal Studios Hollywood.,Jul 27| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Complementary drinks in the evening and great breakfast in the morning.,Jul 27| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Unless things change do not waste your money. Our stay was awful. The elevator was broke our whole stay so we had to pile in the service elevator with no AC and 15 other people and we had to wait 30 minutes at a time just to use it. The staff had no answer's when the elevators would be fixed. We stayed on the 10th floor there is no AC up there and it was horribly hot. The rooms AC was barely working so we had some hot nights of sleeping. The breakfast was nice but over at 9! So no sleeping in on vacation if you want to eat. The parking! After getting back from Disneyland... there was none! And u had to pay for it to go park in another parking lot that wasnt the hotels then wake up at 6 to move your car so you dont get towed. It says they had room service they don't none of the phone system worked in the hotel so you couldn't call for towels call for anything. We had to track people down just to find extra toilet paper. We payed more to get that peice of mind of a better place to stay .. total rip off! And the front desk staff could care less!!,Jul 27| 2021,1,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jul 27| 2021,1,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Had to pay extra for parking....not cool,Jul 25| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Certain staff members were friendly and accommodating and tried to make things right.,Jul 24| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Everything was fine,Jul 29| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Payed for a double and got a single love having guest sleep on the floor,Jul 29| 2021,1,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Its 2021 and the best TV service/remote you could provide was THE SLOWEST moving channel changing access since 1975?  Come on| upgrade your service there... And the Angels game wasn't part of the TV package?  Angels play literally right across the street... really?  Bush league at best there...,Jul 28| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Came for an Angels game. It was close enough to walk!  Wish the bar had stayed open later. We were looking forward to a celebration drink after the “win” and it was already closed. We were disappointed.,Jul 27| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Great place to stay with family. Close to Disneyland| good restaurants| 1hour from Universal Studios Hollywood.,Jul 27| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Complementary drinks in the evening and great breakfast in the morning.,Jul 27| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Unless things change do not waste your money. Our stay was awful. The elevator was broke our whole stay so we had to pile in the service elevator with no AC and 15 other people and we had to wait 30 minutes at a time just to use it. The staff had no answer's when the elevators would be fixed. We stayed on the 10th floor there is no AC up there and it was horribly hot. The rooms AC was barely working so we had some hot nights of sleeping. The breakfast was nice but over at 9! So no sleeping in on vacation if you want to eat. The parking! After getting back from Disneyland... there was none! And u had to pay for it to go park in another parking lot that wasnt the hotels then wake up at 6 to move your car so you dont get towed. It says they had room service they don't none of the phone system worked in the hotel so you couldn't call for towels call for anything. We had to track people down just to find extra toilet paper. We payed more to get that peice of mind of a better place to stay .. total rip off! And the front desk staff could care less!!,Jul 27| 2021,1,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jul 27| 2021,1,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Had to pay extra for parking....not cool,Jul 25| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Certain staff members were friendly and accommodating and tried to make things right.,Jul 24| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
The hotel was very clean the breakfast was above and beyond exceptional. However the elevators in this place kept going out of order. We had to use the service elevator most of the weekend. We also book two queen beds and were given a king and pull out bed.,Jul 19| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
1 of 2 of the elevators did not work the entire stay. 2 of 2 elevator broke down during stay. We were made to use the service elevators as there were no stairs??? Random dirty towel in front of our room the entire stay. Cleaning staff saw but never picked up or cleaned. Hair in room| carpets dirty| shower looked old and used. Sheets were stained and old as well.,Jul 18| 2021,1,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Clean property,Jul 17| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jul 16| 2021,2,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
When we entered the room| the bathroom was not clean and the air conditioner did not work.  The hotel sent someone up immediately| but the AC never worked correctly through our stay.  Additionally| we were not told during check in that we had to make a reservation for our room to be cleaned. Therefore after spending all day at Disneyland| when we got back to our room| we had no clean towels to take a shower. Plus the elevators were not working and had to take the service elevator to our room.  One positive was the breakfast was very good.,Jul 16| 2021,2,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
The elevator didn't work. Had to use the service elevator. Our room never get cleaned in our 3 days stay. The paid parking was always full so you have to go to another building like 2 blocks away from the hotel. The front desk lady was rude when I ask for water bottles (im Hilton honor) tell me to buy it from my room. The telephone guest service never works. By far the worst "Hilton" hotel ever stayed.,Jul 15| 2021,1,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jul 15| 2021,1,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jul 14| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
N/a,Jul 14| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jul 13| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
The hotel was very clean the breakfast was above and beyond exceptional. However the elevators in this place kept going out of order. We had to use the service elevator most of the weekend. We also book two queen beds and were given a king and pull out bed.,Jul 19| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
1 of 2 of the elevators did not work the entire stay. 2 of 2 elevator broke down during stay. We were made to use the service elevators as there were no stairs??? Random dirty towel in front of our room the entire stay. Cleaning staff saw but never picked up or cleaned. Hair in room| carpets dirty| shower looked old and used. Sheets were stained and old as well.,Jul 18| 2021,1,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Clean property,Jul 17| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jul 16| 2021,2,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
When we entered the room| the bathroom was not clean and the air conditioner did not work.  The hotel sent someone up immediately| but the AC never worked correctly through our stay.  Additionally| we were not told during check in that we had to make a reservation for our room to be cleaned. Therefore after spending all day at Disneyland| when we got back to our room| we had no clean towels to take a shower. Plus the elevators were not working and had to take the service elevator to our room.  One positive was the breakfast was very good.,Jul 16| 2021,2,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
The elevator didn't work. Had to use the service elevator. Our room never get cleaned in our 3 days stay. The paid parking was always full so you have to go to another building like 2 blocks away from the hotel. The front desk lady was rude when I ask for water bottles (im Hilton honor) tell me to buy it from my room. The telephone guest service never works. By far the worst "Hilton" hotel ever stayed.,Jul 15| 2021,1,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jul 15| 2021,1,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jul 14| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
N/a,Jul 14| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jul 13| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jul 8| 2021,1,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jul 8| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jul 8| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Quick trip for baseball game| hotel was very nice. We enjoyed being able to walk to/from the game. Would stay again. Staff was very nice.,Jul 8| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jul 8| 2021,3,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Elevator broken. Only one working for entire hotel. No stairs going to ground floor. Insane waits if you’re on floor 2 or 3 trying to go down| had to wait for multiple elevators to make the journey up and down.,Jul 7| 2021,2,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
The hotel looked dirtyWaited forever for one elevator for whole hotel,Jul 7| 2021,2,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
One of the elevators was down.  Didn't clean the room,Jul 7| 2021,3,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jul 7| 2021,3,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
We arrived after 5pm and our room was not ready when we booked months ago.  😩  There was also only one elevator working for the whole hotel.  There was always a line and long wait.,Jul 6| 2021,1,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jul 8| 2021,1,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jul 8| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jul 8| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Quick trip for baseball game| hotel was very nice. We enjoyed being able to walk to/from the game. Would stay again. Staff was very nice.,Jul 8| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jul 8| 2021,3,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Elevator broken. Only one working for entire hotel. No stairs going to ground floor. Insane waits if you’re on floor 2 or 3 trying to go down| had to wait for multiple elevators to make the journey up and down.,Jul 7| 2021,2,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
The hotel looked dirtyWaited forever for one elevator for whole hotel,Jul 7| 2021,2,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
One of the elevators was down.  Didn't clean the room,Jul 7| 2021,3,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jul 7| 2021,3,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
We arrived after 5pm and our room was not ready when we booked months ago.  😩  There was also only one elevator working for the whole hotel.  There was always a line and long wait.,Jul 6| 2021,1,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
When I get to the room I was given the wrong room accommodations of which I paid for. The elevators were broken| there are knives and food in the lobby. There was also food from others guests in our room. I get switched to another room. There are cut phone lines but there’s a community phone in the hall. Now why on earth during a pandemic would you have a community phone in commission and not a personal one? This place is worn and raggedy as hell. As is the lady in front shaped like a penguin. Then they gave the audacity to make you pay for parking overnight after paying 350 for a room. Bye.,Jul 4| 2021,2,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jul 3| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
The bed was comfortable| staff were mostly friendly and the space was roomy. The carpets throughout were dirty and one elevator down resulting in long waits (no stairs avail as as alternative).,Jul 3| 2021,3,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
the room was on the 5th floor |  there was only one elevator  and the other was broken |  i had a real hard time to get downstairs | as it was full all the time.also my stay was from Tuesday June 29 to checking out on Thursday  July 1st on Wednesday  night June 30th | when i came back to the room | i took off all my jewelry| near the coffee Machine and on Thursday morning when i woke up  | there was none there . i checked all my bags and belongings | to think that .maybe i left it somewhere else and could not locate anything . I hate to think that someone came to my room in the middle of the night and took them. i asked your house keeping to check for them and there is nothing to be found . i also had a small bag with card and some cash which is missing from my bags. could you check on them please ?,Jul 2| 2021,2,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Everything was in room so,Jul 2| 2021,2,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jul 2| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Not good due to one elevator not working. We had to use the service elevator multiple times because of long lines to ride the only working elevator. One time I had to wait almost 10 minutes because when it stopped on my floor it was continuously crowded. I was also surprised my room did not have any maid service during my entire stay.,Jul 1| 2021,3,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
I had an issue with check in and the way the facility was not cleaned. I got charged fees that should have been addressed when I reserved the room online. The elevator did not work so we were constantly going to the service elevator to get to our room. We got charged $26 a night for parking when there was no parking for hotel guests. The hotel stay was unacceptable for the price I paid when I arrived. Inaccurate times for breakfast as well. Just a horrible experience. Will not be visiting this hotel again.,Jun 30| 2021,2,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
I’ve stayed at this hotel in the past when going to Disneyland and it was great! But unfortunately this time around there were quite a few drawbacks. Our toilet and fridge weren’t functioning when we arrived. We requested maid service while we would be at Disneyland for the day and they never came to our room. Our room had 6 girls staying in it so we needed more towels and toilet paper which I requested. I called the front desk multiple times in these manners and it took hours to get these drawbacks fixed. I do realize it’s the end of covid and more businesses need to start horsing more| but as a paying guest for a more expensive hotel i feel the money was not worth it.,Jun 30| 2021,3,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
A very good hotel with good service. Rooms are very clean and comfy. Parking was a hassle if you come in a little late. Only one elevator was working leaving people stranded most of the time (there was a lot of disappointment due to that). Breakfast was very limited (maybe because things are still opening up after Covid). Overall a great stay.,Jun 30| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
When I get to the room I was given the wrong room accommodations of which I paid for. The elevators were broken| there are knives and food in the lobby. There was also food from others guests in our room. I get switched to another room. There are cut phone lines but there’s a community phone in the hall. Now why on earth during a pandemic would you have a community phone in commission and not a personal one? This place is worn and raggedy as hell. As is the lady in front shaped like a penguin. Then they gave the audacity to make you pay for parking overnight after paying 350 for a room. Bye.,Jul 4| 2021,2,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jul 3| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
The bed was comfortable| staff were mostly friendly and the space was roomy. The carpets throughout were dirty and one elevator down resulting in long waits (no stairs avail as as alternative).,Jul 3| 2021,3,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
the room was on the 5th floor |  there was only one elevator  and the other was broken |  i had a real hard time to get downstairs | as it was full all the time.also my stay was from Tuesday June 29 to checking out on Thursday  July 1st on Wednesday  night June 30th | when i came back to the room | i took off all my jewelry| near the coffee Machine and on Thursday morning when i woke up  | there was none there . i checked all my bags and belongings | to think that .maybe i left it somewhere else and could not locate anything . I hate to think that someone came to my room in the middle of the night and took them. i asked your house keeping to check for them and there is nothing to be found . i also had a small bag with card and some cash which is missing from my bags. could you check on them please ?,Jul 2| 2021,2,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Everything was in room so,Jul 2| 2021,2,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jul 2| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Not good due to one elevator not working. We had to use the service elevator multiple times because of long lines to ride the only working elevator. One time I had to wait almost 10 minutes because when it stopped on my floor it was continuously crowded. I was also surprised my room did not have any maid service during my entire stay.,Jul 1| 2021,3,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
I had an issue with check in and the way the facility was not cleaned. I got charged fees that should have been addressed when I reserved the room online. The elevator did not work so we were constantly going to the service elevator to get to our room. We got charged $26 a night for parking when there was no parking for hotel guests. The hotel stay was unacceptable for the price I paid when I arrived. Inaccurate times for breakfast as well. Just a horrible experience. Will not be visiting this hotel again.,Jun 30| 2021,2,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
I’ve stayed at this hotel in the past when going to Disneyland and it was great! But unfortunately this time around there were quite a few drawbacks. Our toilet and fridge weren’t functioning when we arrived. We requested maid service while we would be at Disneyland for the day and they never came to our room. Our room had 6 girls staying in it so we needed more towels and toilet paper which I requested. I called the front desk multiple times in these manners and it took hours to get these drawbacks fixed. I do realize it’s the end of covid and more businesses need to start horsing more| but as a paying guest for a more expensive hotel i feel the money was not worth it.,Jun 30| 2021,3,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
A very good hotel with good service. Rooms are very clean and comfy. Parking was a hassle if you come in a little late. Only one elevator was working leaving people stranded most of the time (there was a lot of disappointment due to that). Breakfast was very limited (maybe because things are still opening up after Covid). Overall a great stay.,Jun 30| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jun 26| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Staff was excellent very professional and kind. Carpet was very dirty on the 5th floor. Second elevator inoperative.,Jun 25| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jun 25| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
We enjoyed it so much we booked another stay right on the spot for a future visit!,Jun 24| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
First bad experience here! Normally we stay here for a easy/close walk to the stadium| but we will be searching for a new hotel next time. Nothing was the fault of the employees (or lack there of)| the employees were all nice and professional| there just wasn’t very many! One person at the desk checking everyone in with long lines. The room was dated with heavily stained carpet and the pull out sofa “mattress” was more of a metal wire frame with absolutely no cushion. COMPLETELY unsleepable! My son had to sleep on the narrow (stained) sofa cushions. The included breakfast buffet was,Jun 23| 2021,2,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Everything was great except only one elevator was working. Long line.,Jun 23| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
We were told our room was a downgrade on check-in| with less beds for our group then what we booked| when in all actuality| we were indeed given the room we had booked. Not happy at all until we saw it was indeed the correct room. This property charges a daily parking fee ($26/night)| but there was no parking to be found 2/5 nights. They say there is a parking garage| but you will be towed without an appropriate permit for designated parking| and there were no hotel designated parking spaces in the garage. No refund. Next| we were told breakfast would be served until 10am. I arrived at 9:15 for breakfast| we weren’t the only ones who were lied to. Laundry service: the washer worked| but both of the dryers did not. Front desk would not accommodate drying our clothes and wouldnt refund for what we had payed to dry our clothes. Not only wasted hours trying to dry clothes in dryers they knew didnt work| also had to go to a laundromat as a result of the hotel not being able to provide a service they offer. And once again| no refund. There was only one functional elevator for the entire hotel making getting in and out or around the hotel aggravating. Our room was infiltrated with marijuana and cigarette odor through the vents. Not a fan of either of those smells. Not expected in a non smoking hotel. Went swimming one day| pool is decent| no towels| not many people. Definitely won’t come back.The breakfast was delicious as long as they tell you the correct time. Beds cozy.,Jun 23| 2021,2,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
It was fine for an overnight. What was not fine was charging us $26 to park our car overnight. Our reservation confirmation said nothing about this parking fee. Everyone arrives by car. Ridiculous price to park in their parking lot!,Jun 23| 2021,4,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Not good the elevator was broken,Jun 22| 2021,2,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jun 22| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
,Jun 26| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
Staff was excellent very professional and kind. Carpet was very dirty on the 5th floor. Second elevator inoperative.,Jun 25| 2021,5,Embassy Suites by Hilton Anaheim Orange,400 N State College Blvd| Orange| CA| 92868
